HMMProfile	protein_id	evalue	Coverage	ProfileLength	ProfileStart	GeneLength	ProfileEnd	GeneStart	GeneEnd	Strain
GT5.hmm	WP_036152185.1	1.60E-112	0.99	472	3	511	469	5	507	Maribacter forsetii DSM18668
GH63.hmm	WP_036152473.1	5.50E-22	0.36	570	364	875	567	425	872	Maribacter forsetii DSM18668
GH109.hmm	WP_036152669.1	6.80E-17	0.91	126	2	451	117	45	157	Maribacter forsetii DSM18668
GH92.hmm	WP_036152681.1	9.90E-147	0.98	491	11	775	491	247	773	Maribacter forsetii DSM18668
GH3.hmm	WP_036152683.1	1.00E-67	0.98	216	3	851	215	59	301	Maribacter forsetii DSM18668
GH88.hmm	WP_036152692.1	1.50E-125	0.98	329	5	390	327	71	389	Maribacter forsetii DSM18668
GH3.hmm	WP_036152697.1	3.60E-71	0.99	216	3	756	216	94	315	Maribacter forsetii DSM18668
CE1.hmm	WP_036152702.1	8.00E-28	0.72	227	6	264	169	37	201	Maribacter forsetii DSM18668
GH144.hmm	WP_036152703.1	6.00E-187	0.99	404	2	452	403	37	447	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036152938.1	3.70E-21	0.57	170	1	272	98	7	105	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036152940.1	1.80E-19	0.82	170	2	264	142	10	141	Maribacter forsetii DSM18668
GH20.hmm	WP_036152951.1	3.90E-103	0.97	337	9	537	335	175	488	Maribacter forsetii DSM18668
GT83.hmm	WP_036152976.1	8.20E-76	0.93	540	6	552	507	3	506	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036152980.1	1.60E-29	0.86	170	1	319	148	10	148	Maribacter forsetii DSM18668
CBM9.hmm	WP_036152989.1	2.30E-31	0.99	182	2	244	182	40	242	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036153149.1	1.20E-23	0.95	170	2	379	163	142	305	Maribacter forsetii DSM18668
GH5_42.hmm	WP_036153155.1	2.40E-120	0.99	254	2	513	254	223	475	Maribacter forsetii DSM18668
CE1.hmm	WP_036153479.1	1.20E-28	0.9	227	4	237	208	33	216	Maribacter forsetii DSM18668
GH3.hmm	WP_036153517.1	8.20E-56	0.97	216	7	969	216	101	325	Maribacter forsetii DSM18668
GT4.hmm	WP_036153520.1	9.30E-36	0.93	160	7	379	156	196	342	Maribacter forsetii DSM18668
GT4.hmm	WP_036153538.1	4.00E-25	0.91	160	9	371	155	198	343	Maribacter forsetii DSM18668
GT4.hmm	WP_036153541.1	1.10E-34	0.93	160	8	363	156	187	334	Maribacter forsetii DSM18668
CE1.hmm	WP_036153745.1	8.20E-17	0.86	227	12	219	207	11	201	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036153756.1	2.20E-30	0.98	170	1	335	167	7	172	Maribacter forsetii DSM18668
GT27.hmm	WP_036153951.1	4.10E-21	0.79	295	2	333	236	5	231	Maribacter forsetii DSM18668
CE14.hmm	WP_036154108.1	9.20E-19	0.91	124	1	843	114	45	157	Maribacter forsetii DSM18668
CE14.hmm	WP_036154123.1	2.00E-23	0.99	124	1	238	124	6	111	Maribacter forsetii DSM18668
CE11.hmm	WP_036154199.1	1.10E-76	0.86	271	1	466	233	8	241	Maribacter forsetii DSM18668
GH2.hmm	WP_036154244.1	3.70E-102	0.56	752	21	602	443	30	527	Maribacter forsetii DSM18668
PL7_5.hmm	WP_036154340.1	1.50E-69	0.9	267	26	366	265	66	346	Maribacter forsetii DSM18668
AA12.hmm	WP_036154413.1	1.90E-21	0.84	401	13	396	350	49	341	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036154885.1	5.60E-27	0.77	170	1	335	132	6	134	Maribacter forsetii DSM18668
GH13_19.hmm	WP_036155012.1	2.90E-81	0.62	360	136	563	360	181	429	Maribacter forsetii DSM18668
GH23.hmm	WP_036155077.1	2.80E-22	0.91	135	5	318	128	106	241	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036155090.1	1.80E-30	0.76	170	1	319	130	4	135	Maribacter forsetii DSM18668
GH15.hmm	WP_036155127.1	1.00E-72	0.98	361	5	600	360	222	582	Maribacter forsetii DSM18668
GT20.hmm	WP_036155130.1	2.80E-176	0.97	475	13	737	473	2	470	Maribacter forsetii DSM18668
CE14.hmm	WP_036155238.1	4.30E-22	0.99	124	1	290	124	52	170	Maribacter forsetii DSM18668
GH2.hmm	WP_036155345.1	5.50E-225	0.98	752	16	1063	751	56	942	Maribacter forsetii DSM18668
AA3.hmm	WP_036155515.1	4.80E-58	0.52	618	83	573	404	3	571	Maribacter forsetii DSM18668
GH109.hmm	WP_036155517.1	4.40E-23	0.94	126	2	457	120	41	157	Maribacter forsetii DSM18668
GH95.hmm	WP_036155605.1	4.60E-296	0.99	722	3	835	718	24	774	Maribacter forsetii DSM18668
GH117.hmm	WP_036155610.1	4.70E-19	0.76	211	50	366	210	186	341	Maribacter forsetii DSM18668
GH29.hmm	WP_036155612.1	2.70E-116	0.94	346	20	452	346	15	366	Maribacter forsetii DSM18668
GH141.hmm	WP_036155614.1	2.40E-53	0.99	527	2	789	523	25	543	Maribacter forsetii DSM18668
CE1.hmm	WP_036155618.1	7.20E-54	0.96	227	1	277	219	31	262	Maribacter forsetii DSM18668
GH88.hmm	WP_036155622.1	3.50E-126	0.98	329	5	400	329	66	386	Maribacter forsetii DSM18668
CBM57.hmm	WP_036155683.1	7.20E-26	0.97	147	4	3652	146	1216	1363	Maribacter forsetii DSM18668
GH31.hmm	WP_036155749.1	1.90E-165	1	427	1	800	427	229	673	Maribacter forsetii DSM18668
CBM48.hmm	WP_036155751.1	1.00E-17	0.89	76	2	631	70	29	116	Maribacter forsetii DSM18668
GH13_9.hmm	WP_036155751.1	3.10E-155	1	301	1	631	301	183	483	Maribacter forsetii DSM18668
GT83.hmm	WP_036155836.1	2.30E-27	0.63	540	13	457	351	15	347	Maribacter forsetii DSM18668
CBM9.hmm	WP_036155907.1	2.90E-19	0.87	182	2	732	161	38	207	Maribacter forsetii DSM18668
GT28.hmm	WP_036156181.1	3.90E-48	0.99	157	1	362	157	193	349	Maribacter forsetii DSM18668
PL7.hmm	WP_036156386.1	1.50E-59	1	231	1	303	231	52	303	Maribacter forsetii DSM18668
GH73.hmm	WP_036156453.1	1.80E-34	0.98	128	2	273	128	76	205	Maribacter forsetii DSM18668
GH109.hmm	WP_036156583.1	1.60E-49	0.99	126	1	470	126	58	187	Maribacter forsetii DSM18668
PL6.hmm	WP_036156612.1	1.20E-133	0.99	372	2	773	371	27	411	Maribacter forsetii DSM18668
PL7_5.hmm	WP_036156614.1	6.40E-74	0.98	267	3	350	265	49	338	Maribacter forsetii DSM18668
PL6.hmm	WP_036156626.1	3.70E-143	0.99	372	3	778	370	27	396	Maribacter forsetii DSM18668
PL17.hmm	WP_036156628.1	8.80E-53	0.98	139	1	742	137	401	535	Maribacter forsetii DSM18668
CBM48.hmm	WP_036156692.1	1.60E-17	0.92	76	3	598	73	11	92	Maribacter forsetii DSM18668
GH13_9.hmm	WP_036156692.1	1.40E-78	0.99	301	1	598	299	148	447	Maribacter forsetii DSM18668
GH113.hmm	WP_036156733.1	7.50E-79	0.99	306	3	771	306	460	766	Maribacter forsetii DSM18668
GT19.hmm	WP_036156814.1	4.60E-125	0.99	354	2	373	352	4	353	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036156838.1	1.80E-21	0.75	170	1	234	129	9	130	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036156847.1	2.40E-21	0.82	170	2	229	142	6	138	Maribacter forsetii DSM18668
GT2_Glyco_tranf_2_3.hmm	WP_036156848.1	5.50E-27	0.98	230	1	494	227	56	283	Maribacter forsetii DSM18668
GH13_38.hmm	WP_036156928.1	1.30E-177	0.99	375	1	591	374	31	426	Maribacter forsetii DSM18668
GH65.hmm	WP_036156930.1	8.10E-147	0.99	372	1	767	371	323	702	Maribacter forsetii DSM18668
GT2_Glycos_transf_2.hmm	WP_036157046.1	7.50E-26	0.89	170	2	242	153	6	161	Maribacter forsetii DSM18668
GT83.hmm	WP_036157183.1	5.30E-18	0.63	540	4	493	342	16	341	Maribacter forsetii DSM18668
GT5.hmm	WP_036157219.1	8.90E-46	0.47	472	1	269	222	5	236	Maribacter forsetii DSM18668
GH13_4.hmm	WP_036157377.1	1.60E-179	1	400	2	649	400	104	502	Maribacter forsetii DSM18668
GH74.hmm	WP_036157582.1	6.10E-16	0.38	233	34	1041	122	214	305	Maribacter forsetii DSM18668
GH63.hmm	WP_036157832.1	2.90E-24	0.35	570	363	875	565	419	868	Maribacter forsetii DSM18668
GH115.hmm	WP_036157869.1	4.60E-230	0.85	697	3	996	597	34	687	Maribacter forsetii DSM18668
GH109.hmm	WP_036157965.1	2.00E-17	0.94	126	2	478	121	37	149	Maribacter forsetii DSM18668
PL40.hmm	WP_036158457.1	2.10E-250	0.95	873	8	908	836	5	892	Maribacter forsetii DSM18668
PL33_2.hmm	WP_036158460.1	3.40E-39	0.97	151	1	645	148	433	576	Maribacter forsetii DSM18668
GT51.hmm	WP_036158546.1	7.50E-57	0.98	177	4	753	177	69	247	Maribacter forsetii DSM18668
GH32.hmm	WP_036158747.1	5.30E-99	0.97	293	1	523	286	48	353	Maribacter forsetii DSM18668
GT4.hmm	WP_051941666.1	8.40E-18	0.84	160	4	364	139	193	321	Maribacter forsetii DSM18668
GH78.hmm	WP_051941726.1	7.60E-97	0.99	504	2	611	502	39	575	Maribacter forsetii DSM18668
GT2_Glyco_tranf_2_3.hmm	WP_051941787.1	1.90E-20	0.74	230	60	476	230	143	332	Maribacter forsetii DSM18668
GH5_4.hmm	WP_051941839.1	2.70E-92	0.99	276	3	384	275	84	355	Maribacter forsetii DSM18668
GH28.hmm	WP_051941847.1	1.10E-40	0.65	325	69	511	279	219	442	Maribacter forsetii DSM18668
CBM57.hmm	WP_051941854.1	4.50E-37	0.99	147	1	2472	147	1225	1369	Maribacter forsetii DSM18668
PL38.hmm	WP_051941902.1	8.60E-92	0.99	279	3	405	279	76	349	Maribacter forsetii DSM18668
GH144.hmm	WP_051941940.1	6.00E-184	0.99	404	2	449	403	32	446	Maribacter forsetii DSM18668
GH23.hmm	WP_084684584.1	3.80E-25	0.87	135	2	543	120	176	310	Maribacter forsetii DSM18668
GT26.hmm	WP_084684614.1	1.60E-51	0.98	171	3	263	171	55	226	Maribacter forsetii DSM18668
GH115.hmm	WP_084684635.1	6.90E-29	0.75	697	15	682	535	31	611	Maribacter forsetii DSM18668
PL40.hmm	WP_084684696.1	3.50E-241	0.96	873	6	937	847	8	899	Maribacter forsetii DSM18668
GH13_14.hmm	WP_084684711.1	9.80E-117	1	289	1	660	289	196	520	Maribacter forsetii DSM18668
AA3.hmm	WP_157486418.1	5.40E-47	0.51	618	87	567	401	4	561	Maribacter forsetii DSM18668
GH3.hmm	WP_157486485.1	1.80E-61	0.97	216	5	518	215	90	317	Maribacter forsetii DSM18668
GH16_3.hmm	WP_157486634.1	1.60E-59	0.95	230	12	314	230	81	313	Maribacter forsetii DSM18668
CBM67.hmm	WP_167333126.1	1.90E-30	0.94	176	1	801	167	35	218	Maribacter forsetii DSM18668
GH78.hmm	WP_167333126.1	1.00E-90	0.98	504	7	801	502	276	779	Maribacter forsetii DSM18668
PL7.hmm	WP_167333134.1	1.40E-52	1	231	1	290	231	44	290	Maribacter forsetii DSM18668
GT27.hmm	MAR621_00039	1.20E-18	0.79	295	2	333	236	5	231	Maribacter 62-1
GH10.hmm	MAR621_00104	1.30E-108	0.99	303	1	387	302	44	380	Maribacter 62-1
GH43_1.hmm	MAR621_00106	2.40E-163	1	310	1	339	310	22	331	Maribacter 62-1
GH13_4.hmm	MAR621_00225	4.50E-179	1	400	2	643	400	101	499	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_00347	3.20E-22	0.77	170	2	284	133	5	146	Maribacter 62-1
GT5.hmm	MAR621_00439	1.90E-111	0.99	472	3	511	470	5	508	Maribacter 62-1
GT9.hmm	MAR621_00457	1.20E-29	0.89	225	2	359	202	84	312	Maribacter 62-1
GT26.hmm	MAR621_00464	3.80E-50	0.97	171	5	234	171	55	218	Maribacter 62-1
GT4.hmm	MAR621_00465	2.20E-30	0.94	160	6	402	157	214	367	Maribacter 62-1
GT56.hmm	MAR621_00470	6.10E-42	0.79	357	67	379	349	58	362	Maribacter 62-1
PL12.hmm	MAR621_00475	2.30E-20	0.99	138	1	911	137	350	482	Maribacter 62-1
GH23.hmm	MAR621_00488	4.00E-25	0.87	135	2	543	119	176	309	Maribacter 62-1
AA2.hmm	MAR621_00504	1.70E-16	0.43	255	8	748	118	87	199	Maribacter 62-1
GH109.hmm	MAR621_00683	7.70E-22	0.98	126	2	463	125	54	169	Maribacter 62-1
GH109.hmm	MAR621_00687	1.60E-47	0.98	126	2	450	126	36	160	Maribacter 62-1
GH1.hmm	MAR621_00694	7.90E-152	0.99	429	3	453	427	12	452	Maribacter 62-1
CBM9.hmm	MAR621_00699	1.20E-42	0.92	182	1	363	169	49	239	Maribacter 62-1
GT26.hmm	MAR621_00716	4.70E-51	0.99	171	2	246	171	53	225	Maribacter 62-1
GH113.hmm	MAR621_00873	1.80E-79	0.99	306	3	826	306	515	821	Maribacter 62-1
GT19.hmm	MAR621_00918	9.20E-125	0.99	354	2	373	352	4	353	Maribacter 62-1
GH32.hmm	MAR621_00933	7.50E-100	0.98	293	1	527	287	52	357	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_00937	1.20E-20	0.74	170	1	234	126	9	127	Maribacter 62-1
CBM67.hmm	MAR621_00945	2.40E-29	0.94	176	1	789	167	23	206	Maribacter 62-1
GH78.hmm	MAR621_00945	5.30E-91	0.98	504	7	789	502	264	767	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_00947	5.40E-22	0.83	170	2	229	143	6	139	Maribacter 62-1
GT2_Glyco_tranf_2_3.hmm	MAR621_00948	3.50E-28	0.98	230	1	494	227	56	283	Maribacter 62-1
GH13_38.hmm	MAR621_00981	5.70E-179	0.99	375	1	591	374	31	426	Maribacter 62-1
GH65.hmm	MAR621_00982	3.60E-146	0.99	372	1	767	371	323	702	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_01045	3.30E-26	0.97	170	2	242	167	6	170	Maribacter 62-1
GT4.hmm	MAR621_01114	8.70E-37	0.94	160	6	379	156	195	342	Maribacter 62-1
GH3.hmm	MAR621_01115	1.30E-55	0.97	216	7	969	216	101	325	Maribacter 62-1
CE1.hmm	MAR621_01139	3.10E-29	0.9	227	4	237	208	33	216	Maribacter 62-1
GH3.hmm	MAR621_01147	3.50E-61	0.97	216	5	518	215	90	317	Maribacter 62-1
GH109.hmm	MAR621_01199	6.10E-17	0.9	126	1	478	114	36	142	Maribacter 62-1
GH88.hmm	MAR621_01343	5.00E-127	0.98	329	6	399	329	67	386	Maribacter 62-1
CE1.hmm	MAR621_01345	2.10E-52	0.96	227	1	277	219	31	262	Maribacter 62-1
GH97.hmm	MAR621_01346	5.20E-148	0.99	631	4	668	630	20	664	Maribacter 62-1
PL40.hmm	MAR621_01347	7.10E-253	0.98	873	8	942	864	15	925	Maribacter 62-1
GH141.hmm	MAR621_01349	8.90E-58	0.99	527	2	787	523	23	541	Maribacter 62-1
GH29.hmm	MAR621_01350	4.50E-115	0.92	346	26	449	346	21	366	Maribacter 62-1
PL33_2.hmm	MAR621_01353	6.00E-40	0.98	151	1	650	149	438	582	Maribacter 62-1
GH117.hmm	MAR621_01354	5.40E-22	0.75	211	51	365	210	187	341	Maribacter 62-1
PL40.hmm	MAR621_01356	1.90E-254	0.96	873	12	922	846	20	913	Maribacter 62-1
GH95.hmm	MAR621_01357	6.00E-296	0.99	722	3	840	716	30	778	Maribacter 62-1
GH28.hmm	MAR621_01361	5.60E-42	0.65	325	69	511	280	226	442	Maribacter 62-1
GH85.hmm	MAR621_01380	7.60E-91	0.98	315	5	637	314	91	396	Maribacter 62-1
GH109.hmm	MAR621_01409	6.80E-24	0.94	126	2	457	120	41	157	Maribacter 62-1
AA3.hmm	MAR621_01411	1.60E-57	0.52	618	83	573	404	3	571	Maribacter 62-1
GH5_4.hmm	MAR621_01418	2.60E-92	0.99	276	3	384	275	84	355	Maribacter 62-1
GT2_Glyco_tranf_2_3.hmm	MAR621_01510	9.30E-20	0.74	230	60	476	230	143	332	Maribacter 62-1
PL7_5.hmm	MAR621_01536	4.50E-70	0.9	267	25	367	265	61	342	Maribacter 62-1
PL7.hmm	MAR621_01767	9.20E-34	0.98	231	4	305	231	65	304	Maribacter 62-1
GH63.hmm	MAR621_01824	1.20E-24	0.35	570	363	875	565	419	868	Maribacter 62-1
GH63.hmm	MAR621_01832	8.50E-24	0.36	570	364	875	567	425	872	Maribacter 62-1
GH88.hmm	MAR621_01913	3.20E-84	0.66	329	5	288	221	74	287	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_01983	2.30E-28	0.84	170	1	335	144	6	147	Maribacter 62-1
GH13_19.hmm	MAR621_02055	1.40E-81	0.62	360	136	563	360	181	429	Maribacter 62-1
GH23.hmm	MAR621_02092	1.90E-22	0.93	135	2	318	128	103	241	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_02099	1.30E-30	0.75	170	1	319	129	4	134	Maribacter 62-1
GH74.hmm	MAR621_02126	1.40E-16	0.39	233	22	1041	112	144	244	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_02136	2.40E-30	0.96	170	1	467	165	112	279	Maribacter 62-1
AA3.hmm	MAR621_02155	2.10E-53	0.52	618	80	569	403	3	566	Maribacter 62-1
AA3.hmm	MAR621_02161	1.10E-46	0.51	618	87	567	401	4	561	Maribacter 62-1
GH63.hmm	MAR621_02217	5.40E-50	0.36	570	362	437	566	33	435	Maribacter 62-1
CE11.hmm	MAR621_02383	2.40E-77	0.86	271	1	466	233	8	241	Maribacter 62-1
CE14.hmm	MAR621_02438	2.40E-25	0.99	124	1	238	124	6	111	Maribacter 62-1
CE14.hmm	MAR621_02447	1.10E-18	0.91	124	1	843	114	45	157	Maribacter 62-1
CBM9.hmm	MAR621_02499	4.20E-35	0.99	182	2	244	182	40	242	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_02506	6.00E-31	0.97	170	1	319	166	10	166	Maribacter 62-1
GT83.hmm	MAR621_02508	2.80E-75	0.94	540	6	552	512	3	511	Maribacter 62-1
GH20.hmm	MAR621_02519	1.10E-104	0.97	337	9	536	335	174	487	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_02527	8.50E-23	0.76	170	2	278	132	10	129	Maribacter 62-1
GT4.hmm	MAR621_02529	2.20E-33	0.95	160	5	370	157	195	341	Maribacter 62-1
GT4.hmm	MAR621_02530	5.60E-36	0.96	160	5	355	159	176	328	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_02531	8.40E-17	0.72	170	1	253	124	9	121	Maribacter 62-1
GH109.hmm	MAR621_02566	2.30E-24	0.96	126	1	449	122	43	160	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_02582	3.90E-20	0.77	170	1	289	132	5	130	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_02690	1.20E-30	0.98	170	1	335	167	7	172	Maribacter 62-1
GH5_42.hmm	MAR621_02728	5.90E-122	1	254	1	516	254	222	476	Maribacter 62-1
GT2_Glycos_transf_2.hmm	MAR621_02731	2.30E-24	0.95	170	2	379	164	142	306	Maribacter 62-1
GH73.hmm	MAR621_02914	1.80E-34	0.98	128	2	274	128	76	205	Maribacter 62-1
GH144.hmm	MAR621_02938	6.80E-188	0.99	404	2	452	403	37	447	Maribacter 62-1
GH144.hmm	MAR621_02939	7.40E-183	0.99	404	2	478	403	61	475	Maribacter 62-1
CE1.hmm	MAR621_02940	1.40E-28	0.6	227	6	264	143	37	197	Maribacter 62-1
GH3.hmm	MAR621_02941	5.50E-71	0.99	216	3	756	216	94	315	Maribacter 62-1
PL6.hmm	MAR621_02951	3.80E-130	0.99	372	2	772	371	26	410	Maribacter 62-1
PL12.hmm	MAR621_02952	1.50E-21	0.98	138	3	741	138	413	556	Maribacter 62-1
PL6.hmm	MAR621_02953	9.30E-143	0.98	372	3	777	369	27	395	Maribacter 62-1
PL17.hmm	MAR621_02954	1.20E-51	0.98	139	1	743	137	401	535	Maribacter 62-1
GH2.hmm	MAR621_03174	4.10E-222	0.97	752	18	1063	751	58	942	Maribacter 62-1
AA1_3.hmm	MAR621_03238	1.70E-37	0.8	312	11	427	262	47	339	Maribacter 62-1
CE1.hmm	MAR621_03287	5.50E-16	0.89	227	7	639	210	381	606	Maribacter 62-1
GT20.hmm	MAR621_03320	8.00E-178	0.97	475	13	737	473	2	470	Maribacter 62-1
GH15.hmm	MAR621_03321	3.70E-72	0.98	361	5	600	360	222	582	Maribacter 62-1
GT83.hmm	MAR621_03356	9.30E-21	0.64	540	4	493	347	16	346	Maribacter 62-1
GT5.hmm	MAR621_03374	1.40E-45	0.47	472	1	269	221	5	235	Maribacter 62-1
CBM9.hmm	MAR621_03407	3.50E-18	0.87	182	2	741	161	47	216	Maribacter 62-1
GT51.hmm	MAR621_03408	3.30E-57	0.98	177	4	753	177	69	247	Maribacter 62-1
GT83.hmm	MAR621_03445	1.90E-30	0.59	540	31	457	350	31	346	Maribacter 62-1
PL7.hmm	MAR621_03478	9.30E-59	1	231	1	303	231	52	303	Maribacter 62-1
PL7.hmm	MAR621_03479	9.40E-51	1	231	1	323	231	77	323	Maribacter 62-1
CBM9.hmm	MAR621_03557	3.30E-22	0.8	182	1	876	147	44	198	Maribacter 62-1
GT30.hmm	MAR621_03586	1.20E-46	0.93	177	11	416	176	46	207	Maribacter 62-1
GH16_3.hmm	MAR621_03589	1.20E-59	0.96	230	9	694	230	458	693	Maribacter 62-1
CBM48.hmm	MAR621_03679	1.20E-17	0.92	76	3	588	73	1	82	Maribacter 62-1
GH13_9.hmm	MAR621_03679	1.20E-76	0.99	301	1	588	299	138	437	Maribacter 62-1
CBM48.hmm	MAR621_03755	2.30E-17	0.89	76	2	631	70	29	116	Maribacter 62-1
GH13_9.hmm	MAR621_03755	1.30E-154	1	301	1	631	301	183	483	Maribacter 62-1
GH31.hmm	MAR621_03756	5.00E-167	1	427	1	800	427	229	673	Maribacter 62-1
GT28.hmm	MAR621_03780	5.60E-48	0.99	157	2	362	157	194	349	Maribacter 62-1
GH13_14.hmm	MAR621_03793	5.40E-119	1	289	1	648	289	184	508	Maribacter 62-1
CE14.hmm	MAR621_03829	1.40E-22	0.99	124	1	294	124	27	137	Maribacter 62-1
PL7_5.hmm	MAR621_03859	4.00E-61	0.61	267	103	352	265	116	341	Maribacter 62-1
GH109.hmm	MAR621_03892	2.10E-16	0.93	126	3	485	120	49	159	Maribacter 62-1
GT51.hmm	MAR621_04010	8.80E-58	0.99	177	1	781	176	67	244	Maribacter 62-1
GT4.hmm	MAR621_04078	9.00E-34	0.95	160	6	363	158	185	336	Maribacter 62-1
CE1.hmm	MAR621_04103	1.40E-21	0.75	227	1	397	172	37	219	Maribacter 62-1
GH73.hmm	WP_073240350.1	2.10E-34	0.98	128	2	273	128	76	205	Maribacter aquivivus DSM16478
PL6.hmm	WP_073240454.1	2.10E-133	0.99	372	2	772	371	26	410	Maribacter aquivivus DSM16478
PL7_5.hmm	WP_073240455.1	3.20E-73	0.98	267	4	350	265	50	338	Maribacter aquivivus DSM16478
PL6.hmm	WP_073240456.1	5.80E-143	0.99	372	2	778	370	26	396	Maribacter aquivivus DSM16478
PL17.hmm	WP_073240457.1	5.70E-53	0.98	139	1	742	137	401	535	Maribacter aquivivus DSM16478
CBM48.hmm	WP_073240488.1	2.00E-16	0.92	76	3	598	73	11	92	Maribacter aquivivus DSM16478
GH13_9.hmm	WP_073240488.1	3.90E-78	0.99	301	1	598	299	148	447	Maribacter aquivivus DSM16478
GH113.hmm	WP_073240513.1	4.20E-78	0.99	306	3	771	306	460	766	Maribacter aquivivus DSM16478
GT19.hmm	WP_073240555.1	9.40E-125	0.99	354	2	373	352	4	353	Maribacter aquivivus DSM16478
GT2_Glycos_transf_2.hmm	WP_073240572.1	3.20E-20	0.75	170	1	234	129	9	130	Maribacter aquivivus DSM16478
CBM67.hmm	WP_073240579.1	1.80E-30	0.94	176	1	801	167	35	218	Maribacter aquivivus DSM16478
GH78.hmm	WP_073240579.1	2.20E-91	0.98	504	6	801	502	275	779	Maribacter aquivivus DSM16478
GT2_Glycos_transf_2.hmm	WP_073240581.1	1.70E-22	0.83	170	2	229	143	6	139	Maribacter aquivivus DSM16478
GT2_Glyco_tranf_2_3.hmm	WP_073240582.1	1.40E-27	0.98	230	1	494	227	56	283	Maribacter aquivivus DSM16478
GH13_38.hmm	WP_073240652.1	8.30E-177	0.99	375	1	591	374	31	426	Maribacter aquivivus DSM16478
GH65.hmm	WP_073240654.1	5.10E-146	0.99	372	1	767	370	323	701	Maribacter aquivivus DSM16478
GT2_Glycos_transf_2.hmm	WP_073240750.1	1.10E-26	0.94	170	2	242	162	6	165	Maribacter aquivivus DSM16478
GT83.hmm	WP_073240877.1	4.90E-20	0.63	540	5	493	347	17	346	Maribacter aquivivus DSM16478
GT5.hmm	WP_073240918.1	8.80E-46	0.47	472	1	269	222	5	236	Maribacter aquivivus DSM16478
GH13_4.hmm	WP_073241056.1	2.00E-180	1	400	2	646	400	104	502	Maribacter aquivivus DSM16478
AA2.hmm	WP_073241408.1	5.30E-16	0.43	255	8	748	117	87	198	Maribacter aquivivus DSM16478
GT4.hmm	WP_073241459.1	1.50E-22	0.86	160	9	366	146	186	324	Maribacter aquivivus DSM16478
GT4.hmm	WP_073241461.1	3.10E-28	0.93	160	10	361	158	184	333	Maribacter aquivivus DSM16478
GT9.hmm	WP_073241479.1	1.10E-34	0.9	225	2	334	205	59	290	Maribacter aquivivus DSM16478
GT51.hmm	WP_073241569.1	2.30E-56	0.99	177	1	780	176	67	243	Maribacter aquivivus DSM16478
GH74.hmm	WP_073241716.1	4.60E-16	0.58	233	43	1041	178	574	713	Maribacter aquivivus DSM16478
GT2_Glycos_transf_2.hmm	WP_073241735.1	6.30E-29	0.96	170	1	466	165	112	278	Maribacter aquivivus DSM16478
AA3.hmm	WP_073241759.1	1.50E-53	0.52	618	80	570	403	3	567	Maribacter aquivivus DSM16478
GT4.hmm	WP_073241840.1	4.10E-33	0.93	160	7	514	155	312	461	Maribacter aquivivus DSM16478
GH166.hmm	WP_073241844.1	2.60E-51	1	224	1	271	224	46	262	Maribacter aquivivus DSM16478
GH63.hmm	WP_073241893.1	5.20E-52	0.36	570	362	437	566	33	435	Maribacter aquivivus DSM16478
GH114.hmm	WP_073242023.1	2.90E-36	0.95	190	10	280	190	58	243	Maribacter aquivivus DSM16478
GT2_Glycos_transf_2.hmm	WP_073242130.1	5.00E-18	0.76	170	1	301	130	5	129	Maribacter aquivivus DSM16478
GT2_Glycos_transf_2.hmm	WP_073242134.1	1.20E-25	0.78	170	1	261	133	5	143	Maribacter aquivivus DSM16478
GT4.hmm	WP_073242136.1	7.10E-26	0.79	160	7	390	133	210	336	Maribacter aquivivus DSM16478
GT4.hmm	WP_073242138.1	1.10E-17	0.94	160	2	329	152	155	293	Maribacter aquivivus DSM16478
GH109.hmm	WP_073242191.1	2.50E-47	0.98	126	2	450	126	36	160	Maribacter aquivivus DSM16478
GH109.hmm	WP_073242203.1	5.50E-23	0.98	126	2	463	125	54	169	Maribacter aquivivus DSM16478
GT30.hmm	WP_073242274.1	1.40E-45	0.93	177	11	415	176	46	207	Maribacter aquivivus DSM16478
